EBFFFBAL_00003	K07478
EGJPDJIN_00576	K04799
EGJPDJIN_00579	K16203
EGJPDJIN_00580	K07305
EGJPDJIN_00583	K01232
EGJPDJIN_00587	K17758
EGJPDJIN_00588	K01091
EGJPDJIN_00590	K06932
EGJPDJIN_00592	K02728
EGJPDJIN_00599	K12234
EGJPDJIN_00604	K00759
EGJPDJIN_00605	K03049
EGJPDJIN_00607	K09735
EGJPDJIN_00609	K02974
EGJPDJIN_00610	K02977
EGJPDJIN_00621	K03574
EGJPDJIN_00623	K01813
EGJPDJIN_00626	K00192
EGJPDJIN_00627	K00195
EGJPDJIN_00628	K00193
EGJPDJIN_00629	K00194
EGJPDJIN_00630	K00197
EGJPDJIN_00632	K15740
EGJPDJIN_00633	K00202
EGJPDJIN_00634	K00672
EGJPDJIN_00635	K00200
EGJPDJIN_00636	K00201
EGJPDJIN_00637	K00203
EGJPDJIN_00638	K01499
EGJPDJIN_00642	K05966
EGJPDJIN_00645	K06984
EGJPDJIN_00648	K07321
EGJPDJIN_00653	K00020
EGJPDJIN_00656	K00605
EGJPDJIN_00657	K02437
EGJPDJIN_00665	K07991
EGJPDJIN_00677	K17108
EGJPDJIN_00686	K00615
EGJPDJIN_00687	K00615
EGJPDJIN_00690	K09003
EGJPDJIN_00691	K02201
EGJPDJIN_00693	K00054
EGJPDJIN_00708	K00573
EGJPDJIN_00709	K00858
EGJPDJIN_00710	K07060
EGJPDJIN_00713	K01990
EGJPDJIN_00714	K01992
EGJPDJIN_00715	K06981
EGJPDJIN_00716	K01823
EGJPDJIN_00717	K13787
EGJPDJIN_00718	K01885
EGJPDJIN_00722	K02936
EGJPDJIN_00723	K02979
EGJPDJIN_00725	K01858
EGJPDJIN_00730	K10726
EGJPDJIN_00742	K02728
EGJPDJIN_00743	K14574
EGJPDJIN_00744	K03679
EGJPDJIN_00746	K03678
EGJPDJIN_00749	K02510
EGJPDJIN_00751	K00286
EGJPDJIN_00753	K21672
EGJPDJIN_00756	K03120
EGJPDJIN_00774	K03671
EGJPDJIN_00776	K03724
EGJPDJIN_00778	K14857
EGJPDJIN_00784	K00555
EGJPDJIN_00789	K03238
EGJPDJIN_00791	K07577
EGJPDJIN_00795	K00319
EGJPDJIN_00796	K07398
EGJPDJIN_00797	K03627
EGJPDJIN_00801	K18779
EGJPDJIN_00802	K07577
EGJPDJIN_00806	K01439
EGJPDJIN_00810	K08869
EGJPDJIN_00823	K14977
EGJPDJIN_00826	K07646
EGJPDJIN_00828	K09759
EGJPDJIN_00831	K03622
EGJPDJIN_00839	K19300
EGJPDJIN_00850	K20609
EGJPDJIN_00862	K17884
EGJPDJIN_00864	K11354
EGJPDJIN_00866	K00854
EGJPDJIN_00867	K01190
EGJPDJIN_00871	K05942
EGJPDJIN_00872	K01681
EGJPDJIN_00873	K00031
EGJPDJIN_00874	K06996
EGJPDJIN_00879	K06174
EGJPDJIN_00889	K01480
EGJPDJIN_00891	K02319
EGJPDJIN_00894	K12574
EGJPDJIN_00895	K03753
EGJPDJIN_00900	K01887
EGJPDJIN_00901	K21929
EGJPDJIN_00911	K01952
EGJPDJIN_00912	K01952
EGJPDJIN_00915	K00681
EGJPDJIN_00933	K03718
EGJPDJIN_00937	K03057
EGJPDJIN_00940	K07573
EGJPDJIN_00941	K07561
EGJPDJIN_00942	K02866
EGJPDJIN_00943	K07572
EGJPDJIN_00946	K03106
EGJPDJIN_00948	K22397
EGJPDJIN_00955	K10747
EGJPDJIN_00957	K07005
EGJPDJIN_00963	K01875
EGJPDJIN_00966	K05601
EGJPDJIN_00970	K01951
EGJPDJIN_00976	K00111
EGJPDJIN_00981	K02011
EGJPDJIN_00982	K02012
EGJPDJIN_00990	K10710
EGJPDJIN_00991	K10708
EGJPDJIN_00992	K03124
EGJPDJIN_00995	K21071
EGJPDJIN_00996	K11754
EGJPDJIN_01004	K01006
EGJPDJIN_01010	K06199
EGJPDJIN_01011	K03124
EGJPDJIN_01022	K07243
EGJPDJIN_01027	K04654
EGJPDJIN_01039	K01239
EGJPDJIN_01041	K03856
EGJPDJIN_01042	K01735
EGJPDJIN_01044	K00014
EGJPDJIN_01046	K00800
EGJPDJIN_01057	K02003
EGJPDJIN_01060	K17105
EGJPDJIN_01061	K02946
EGJPDJIN_01062	K03231
EGJPDJIN_01065	K02989
EGJPDJIN_01066	K00926
EGJPDJIN_01070	K01881
EGJPDJIN_01073	K12941
EGJPDJIN_01084	K14155
EGJPDJIN_01089	K06971
EGJPDJIN_01101	K13025
EGJPDJIN_01106	K17993
EGJPDJIN_01107	K17994
EGJPDJIN_01108	K17995
EGJPDJIN_01109	K17996
EGJPDJIN_01113	K01872
EGJPDJIN_01117	K01482
EGJPDJIN_01118	K20608
EGJPDJIN_01131	K15865
EGJPDJIN_01137	K00772
EGJPDJIN_01139	K04771
EGJPDJIN_01141	K04486
EGJPDJIN_01148	K17836
EGJPDJIN_01151	K07250
EGJPDJIN_01153	K01151
EGJPDJIN_01156	K01414
EGJPDJIN_01158	K00169
EGJPDJIN_01159	K00189
EGJPDJIN_01160	K07322
EGJPDJIN_01167	K22205
EGJPDJIN_01171	K13038
EGJPDJIN_01173	K00058
EGJPDJIN_01174	K11216
EGJPDJIN_01176	K00441
EGJPDJIN_01177	K01905
EGJPDJIN_01179	K07179
EGJPDJIN_01181	K01733
EGJPDJIN_01183	K06950
EGJPDJIN_01184	K03186
EGJPDJIN_01191	K01687
EGJPDJIN_01194	K00015
EGJPDJIN_01195	K15789
EGJPDJIN_01197	K07503
EGJPDJIN_01204	K03168
EGJPDJIN_01206	K01892
EGJPDJIN_01208	K10956
EGJPDJIN_01209	K02876
EGJPDJIN_01210	K02907
EGJPDJIN_01211	K02988
EGJPDJIN_01212	K02881
EGJPDJIN_01213	K02885
EGJPDJIN_01214	K02912
EGJPDJIN_01215	K02940
EGJPDJIN_01216	K02957
EGJPDJIN_01217	K02868
EGJPDJIN_01218	K02987
EGJPDJIN_01219	K02898
EGJPDJIN_01220	K02894
EGJPDJIN_01221	K02949
EGJPDJIN_01224	K02982
EGJPDJIN_01225	K02890
EGJPDJIN_01226	K02958
EGJPDJIN_01228	K02893
EGJPDJIN_01229	K02930
EGJPDJIN_01230	K02906
EGJPDJIN_01232	K01720
EGJPDJIN_01233	K03665
EGJPDJIN_01239	K11529
EGJPDJIN_01240	K03234
EGJPDJIN_01242	K16785
EGJPDJIN_01243	K16787
EGJPDJIN_01246	K00249
EGJPDJIN_01247	K06915
EGJPDJIN_01251	K07073
EGJPDJIN_01255	K01866
EGJPDJIN_01274	K01811
EGJPDJIN_01283	K22901
EGJPDJIN_01290	K12941
EGJPDJIN_01310	K14393
EGJPDJIN_01320	K20457
EGJPDJIN_01323	K01039
EGJPDJIN_01327	K01596
EGJPDJIN_01329	K01883
EGJPDJIN_01334	K07729
EGJPDJIN_01341	K16203
EGJPDJIN_01342	K15256
EGJPDJIN_01353	K13954
EGJPDJIN_01362	K18200
EGJPDJIN_01378	K07050
EGJPDJIN_01390	K07095
EGJPDJIN_01391	K00848
EGJPDJIN_01393	K00873
EGJPDJIN_01400	K13483
EGJPDJIN_01401	K00087
EGJPDJIN_01404	K01534
EGJPDJIN_01410	K03639
EGJPDJIN_01412	K03635
EGJPDJIN_01413	K03637
EGJPDJIN_01414	K03638
EGJPDJIN_01415	K03750
EGJPDJIN_01416	K01556
EGJPDJIN_01425	K03652
EGJPDJIN_01427	K06206
EGJPDJIN_01428	K07178
EGJPDJIN_01429	K06961
EGJPDJIN_01430	K03167
EGJPDJIN_01431	K03166
EGJPDJIN_01433	K00966
EGJPDJIN_01434	K00966
EGJPDJIN_01435	K15778
EGJPDJIN_01436	K01803
EGJPDJIN_01440	K00757
EGJPDJIN_01444	K02323
EGJPDJIN_01447	K04656
EGJPDJIN_01448	K01916
EGJPDJIN_01450	K17104
EGJPDJIN_01451	K02322
EGJPDJIN_01454	K00823
EGJPDJIN_01455	K07466
EGJPDJIN_01459	K05919
EGJPDJIN_01465	K01867
EGJPDJIN_01472	K15449
EGJPDJIN_01494	K02952
EGJPDJIN_01495	K02997
EGJPDJIN_01496	K02955
EGJPDJIN_01497	K03047
EGJPDJIN_01501	K02437
EGJPDJIN_01506	K01126
EGJPDJIN_01509	K06154
EGJPDJIN_01517	K09128
EGJPDJIN_01523	K07151
EGJPDJIN_01524	K14292
EGJPDJIN_01527	K02991
EGJPDJIN_01528	K03243
EGJPDJIN_01530	K13525
EGJPDJIN_01536	K13051
EGJPDJIN_01543	K22803
EGJPDJIN_01555	K12111
EGJPDJIN_01561	K00946
EGJPDJIN_01571	K05349
EGJPDJIN_01586	K00600
EGJPDJIN_01589	K13798
EGJPDJIN_01590	K03041
EGJPDJIN_01591	K02908
EGJPDJIN_01592	K02600
EGJPDJIN_01595	K01733
EGJPDJIN_01602	K01990
EGJPDJIN_01608	K03593
EGJPDJIN_01609	K04651
EGJPDJIN_01613	K17487
EGJPDJIN_01622	K01990
EGJPDJIN_01624	K14712
EGJPDJIN_01629	K06933
EGJPDJIN_01630	K07321
EGJPDJIN_01635	K00195
EGJPDJIN_01636	K00192
EGJPDJIN_01637	K06933
EGJPDJIN_01650	K01990
EGJPDJIN_01651	K01992
EGJPDJIN_01662	K03120
EGJPDJIN_01666	K03790
EGJPDJIN_01667	K22757
EGJPDJIN_01676	K07010
EGJPDJIN_01690	K01271
EGJPDJIN_01696	K18882
EGJPDJIN_01698	K02683
EGJPDJIN_01701	K02978
EGJPDJIN_01702	K03237
EGJPDJIN_01705	K01998
EGJPDJIN_01706	K01997
EGJPDJIN_01707	K01995
EGJPDJIN_01708	K01996
EGJPDJIN_01709	K01042
EGJPDJIN_01716	K00171
EGJPDJIN_01717	K00169
EGJPDJIN_01722	K01915
EGJPDJIN_01723	K03671
EGJPDJIN_01726	K09133
EGJPDJIN_01730	K09992
EGJPDJIN_01732	K01247
EGJPDJIN_01740	K01785
EGJPDJIN_01741	K01304
EGJPDJIN_01754	K04487
EGJPDJIN_01755	K04488
EGJPDJIN_01758	K12264
EGJPDJIN_01762	K22175
EGJPDJIN_01763	K05580
EGJPDJIN_01766	K05568
EGJPDJIN_01767	K00341
EGJPDJIN_01768	K00342
EGJPDJIN_01773	K03118
EGJPDJIN_01778	K02195
EGJPDJIN_01781	K01551
EGJPDJIN_01785	K00184
EGJPDJIN_01789	K09790
EGJPDJIN_01790	K03718
EGJPDJIN_01798	K07176
EGJPDJIN_01799	K07558
EGJPDJIN_01800	K01975
EGJPDJIN_01802	K04068
EGJPDJIN_01809	K00302
EGJPDJIN_01811	K00303
EGJPDJIN_01814	K19701
EGJPDJIN_01817	K04801
EGJPDJIN_01818	K11269
EGJPDJIN_01844	K03726
EGJPDJIN_01845	K01953
EGJPDJIN_01846	K00789
EGJPDJIN_01849	K15429
EGJPDJIN_01852	K08482
EGJPDJIN_01856	K06201
EGJPDJIN_01874	K14568
EGJPDJIN_01877	K09716
EGJPDJIN_01880	K00549
EGJPDJIN_01883	K06927
EGJPDJIN_01886	K00058
EGJPDJIN_01892	K04070
EGJPDJIN_01893	K04069
EGJPDJIN_01899	K02347
EGJPDJIN_01901	K07090
EGJPDJIN_01909	K03120
EGJPDJIN_01917	K01438
EGJPDJIN_01926	K01560
EGJPDJIN_01927	K01091
EGJPDJIN_01936	K04034
EGJPDJIN_01940	K07138
EGJPDJIN_01948	K00180
EGJPDJIN_01964	K07507
EGJPDJIN_01968	K09155
EGJPDJIN_01981	K03465
EGJPDJIN_01984	K03151
EGJPDJIN_01988	K13993
EGJPDJIN_02000	K14127
EGJPDJIN_02001	K03390
EGJPDJIN_02002	K03389
EGJPDJIN_02003	K14128
EGJPDJIN_02004	K14126
EGJPDJIN_02009	K22226
EGJPDJIN_02013	K13542
EGJPDJIN_02014	K02303
EGJPDJIN_02015	K01749
EGJPDJIN_02016	K01698
EGJPDJIN_02027	K02510
EGJPDJIN_02032	K12614
EGJPDJIN_02035	K09163
EGJPDJIN_02045	K07079
EGJPDJIN_02047	K00003
EGJPDJIN_02050	K03218
EGJPDJIN_02061	K00943
EGJPDJIN_02069	K01807
EGJPDJIN_02072	K16789
EGJPDJIN_02073	K01649
EGJPDJIN_02074	K01703
EGJPDJIN_02090	K07048
EGJPDJIN_02098	K09126
EGJPDJIN_02107	K07244
EGJPDJIN_02112	K21417
EGJPDJIN_02114	K07025
EGJPDJIN_02133	K00169
EGJPDJIN_02135	K00784
EGJPDJIN_02136	K18913
EGJPDJIN_02141	K01138
EGJPDJIN_02149	K03521
EGJPDJIN_02150	K03522
EGJPDJIN_02151	K00104
EGJPDJIN_02156	K03522
EGJPDJIN_02157	K03521
EGJPDJIN_02158	K15016
EGJPDJIN_02162	K00860
EGJPDJIN_02166	K01739
EGJPDJIN_02171	K08234
EGJPDJIN_02175	K01470
EGJPDJIN_02178	K07025
EGJPDJIN_02187	K05587
EGJPDJIN_02188	K00123
EGJPDJIN_02197	K03744
EGJPDJIN_02209	K07442
EGJPDJIN_02220	K03500
EGJPDJIN_02222	K01677
EGJPDJIN_02223	K03780
EGJPDJIN_02225	K07173
EGJPDJIN_02231	K00266
EGJPDJIN_02234	K07090
EGJPDJIN_02237	K00027
EGJPDJIN_02242	K03124
EGJPDJIN_02244	K08975
EGJPDJIN_02245	K15888
EGJPDJIN_02249	K04655
EGJPDJIN_02252	K03105
EGJPDJIN_02258	K05349
EGJPDJIN_02262	K00180
EGJPDJIN_02276	K00008
EGJPDJIN_02280	K01869
EGJPDJIN_02281	K01872
EGJPDJIN_02286	K02966
EGJPDJIN_02292	K03110
EGJPDJIN_02295	K02601
EGJPDJIN_02297	K02863
EGJPDJIN_02298	K02941
EGJPDJIN_02305	K06147
EGJPDJIN_02306	K06147
EGJPDJIN_02316	K21636
EGJPDJIN_02320	K09927
EGJPDJIN_02322	K11131
EGJPDJIN_02324	K00600
EGJPDJIN_02327	K07574
EGJPDJIN_02336	K15784
EGJPDJIN_02337	K06940
EGJPDJIN_02340	K20791
EGJPDJIN_02344	K09126
EGJPDJIN_02352	K09142
EGJPDJIN_02357	K00282
EGJPDJIN_02358	K00283
EGJPDJIN_02360	K00945
EGJPDJIN_02361	K02875
EGJPDJIN_02370	K01890
EGJPDJIN_02371	K01889
EGJPDJIN_02377	K22585
EGJPDJIN_02384	K07101
EGJPDJIN_02396	K10773
EGJPDJIN_02400	K19701
EGJPDJIN_02410	K02003
EGJPDJIN_02428	K09116
EGJPDJIN_02431	K01775
EGJPDJIN_02437	K18478
EGJPDJIN_02446	K07048
EGJPDJIN_02448	K03622
EGJPDJIN_02452	K00851
EGJPDJIN_02454	K22224
EGJPDJIN_02458	K07731
EGJPDJIN_02459	K02004
EGJPDJIN_02460	K00682
EGJPDJIN_02466	K17830
EGJPDJIN_02469	K01703
EGJPDJIN_02470	K01704
EGJPDJIN_02471	K05824
EGJPDJIN_02474	K22447
EGJPDJIN_02475	K22447
EGJPDJIN_02481	K03517
EGJPDJIN_02482	K00767
EGJPDJIN_02487	K00682
EGJPDJIN_02496	K09126
EGJPDJIN_02511	K08315
EGJPDJIN_02515	K03752
EGJPDJIN_02522	K03924
EGJPDJIN_02523	K21636
EGJPDJIN_02528	K01251
EGJPDJIN_02536	K00142
EGJPDJIN_02537	K07271
EGJPDJIN_02551	K08093
EGJPDJIN_02555	K09482
EGJPDJIN_02557	K07739
EGJPDJIN_02559	K01784
EGJPDJIN_02561	K08161
EGJPDJIN_02564	K06983
EGJPDJIN_02578	K01880
EGJPDJIN_02579	K07068
EGJPDJIN_02581	K01641
EGJPDJIN_02583	K03789
EGJPDJIN_02587	K19244
EGJPDJIN_02598	K00122
EGJPDJIN_02601	K03424
EGJPDJIN_02603	K01001
HCNGGEPD_00025	K02935
HCNGGEPD_00874	K01733
HCNGGEPD_00983	K12741
HCNGGEPD_01003	K12741
HCNGGEPD_01096	K03111
HCNGGEPD_01250	K01465
HCNGGEPD_01430	K01465
HCNGGEPD_01836	K02639
HCNGGEPD_01854	K07648
HCNGGEPD_01873	K03526
HCNGGEPD_01879	K01183
HCNGGEPD_01886	K07487
HCNGGEPD_01887	K07486
AGJGGPDI_00007	K04796
AGJGGPDI_00008	K03609
AGJGGPDI_00021	K10726
AGJGGPDI_00028	K03265
AGJGGPDI_00029	K06176
AGJGGPDI_00043	K14170
AGJGGPDI_00045	K00014
AGJGGPDI_00047	K13830
AGJGGPDI_00048	K01736
AGJGGPDI_00049	K04517
AGJGGPDI_00053	K09716
AGJGGPDI_00068	K19664
AGJGGPDI_00070	K08242
AGJGGPDI_00071	K03072
AGJGGPDI_00073	K06943
AGJGGPDI_00077	K02323
AGJGGPDI_00078	K02322
AGJGGPDI_00101	K17717
AGJGGPDI_00102	K02493
AGJGGPDI_00116	K06024
AGJGGPDI_00123	K07583
AGJGGPDI_00140	K11717
AGJGGPDI_00157	K01880
AGJGGPDI_00158	K14564
AGJGGPDI_00164	K07562
AGJGGPDI_00165	K07577
AGJGGPDI_00188	K07013
AGJGGPDI_00206	K07577
AGJGGPDI_00224	K04802
AGJGGPDI_00236	K06869
AGJGGPDI_00243	K22708
AGJGGPDI_00250	K04794
AGJGGPDI_00254	K04487
AGJGGPDI_00260	K06915
AGJGGPDI_00273	K07461
AGJGGPDI_00274	K12823
AGJGGPDI_00291	K03433
AGJGGPDI_00296	K07463
AGJGGPDI_00299	K03499
AGJGGPDI_00304	K00013
AGJGGPDI_00337	K04801
AGJGGPDI_00345	K03168
AGJGGPDI_00366	K04800
AGJGGPDI_00384	K07332
AGJGGPDI_00385	K07558
AGJGGPDI_00387	K04799
AGJGGPDI_00393	K03531
AGJGGPDI_00405	K07138
AGJGGPDI_00419	K03529
AGJGGPDI_00427	K02319
AGJGGPDI_00435	K03498
AGJGGPDI_00441	K14713
AGJGGPDI_00446	K06933
AGJGGPDI_00454	K08303
AGJGGPDI_00466	K02003
AGJGGPDI_00478	K08482
AGJGGPDI_00505	K13864
AGJGGPDI_00510	K02977
AGJGGPDI_00512	K03050
AGJGGPDI_00513	K03049
AGJGGPDI_00516	K02991
AGJGGPDI_00526	K02933
AGJGGPDI_00529	K02931
AGJGGPDI_00531	K02898
AGJGGPDI_00534	K03538
AGJGGPDI_00542	K02930
AGJGGPDI_00543	K02906
AGJGGPDI_00571	K07151
AGJGGPDI_00588	K09729
AGJGGPDI_00599	K00784
AGJGGPDI_00601	K00226
AGJGGPDI_00617	K07573
AGJGGPDI_00620	K08975
AGJGGPDI_00632	K04763
AGJGGPDI_00691	K00859
AGJGGPDI_00709	K10865
AGJGGPDI_00711	K03166
AGJGGPDI_00712	K03167
AGJGGPDI_00716	K03236
AGJGGPDI_00718	K03262
AGJGGPDI_00737	K14574
AGJGGPDI_00740	K12589
AGJGGPDI_00741	K02921
AGJGGPDI_00744	K01876
AGJGGPDI_00768	K06927
AGJGGPDI_00771	K03702
AGJGGPDI_00772	K07002
AGJGGPDI_00781	K10747
AGJGGPDI_00784	K09482
AGJGGPDI_00795	K03546
AGJGGPDI_00810	K09695
AGJGGPDI_00843	K00721
AGJGGPDI_00844	K12451
AGJGGPDI_00856	K17830
AGJGGPDI_00863	K01151
AGJGGPDI_00877	K03124
AGJGGPDI_00879	K03470
AGJGGPDI_00882	K06024
AGJGGPDI_00903	K02966
AGJGGPDI_00926	K01823
AGJGGPDI_00928	K00054
AGJGGPDI_00929	K01641
AGJGGPDI_00932	K07068
AGJGGPDI_00933	K00869
AGJGGPDI_00937	K09128
AGJGGPDI_00940	K00171
AGJGGPDI_00941	K00169
AGJGGPDI_00942	K00170
AGJGGPDI_00945	K17104
AGJGGPDI_00956	K21636
AGJGGPDI_00957	K01518
AGJGGPDI_00958	K04483
AGJGGPDI_00974	K07254
AGJGGPDI_00979	K02986
AGJGGPDI_00986	K03058
AGJGGPDI_00987	K02998
AGJGGPDI_01003	K03234
AGJGGPDI_01004	K02992
AGJGGPDI_01007	K02908
LCKHLHLC_00007	K00065
LCKHLHLC_00010	K12424
LCKHLHLC_00012	K01997
LCKHLHLC_00017	K00179
LCKHLHLC_00018	K02005
LCKHLHLC_00019	K02003
LCKHLHLC_00020	K02004
LCKHLHLC_00021	K02004
LCKHLHLC_00031	K00688
LCKHLHLC_00033	K00609
LCKHLHLC_00037	K02302
LCKHLHLC_00039	K00762
LCKHLHLC_00040	K03798
LCKHLHLC_00041	K01613
LCKHLHLC_00042	K14655
LCKHLHLC_00045	K03734
LCKHLHLC_00046	K00351
LCKHLHLC_00047	K00350
LCKHLHLC_00048	K00349
LCKHLHLC_00049	K00348
LCKHLHLC_00050	K00347
LCKHLHLC_00051	K00346
LCKHLHLC_00056	K03770
LCKHLHLC_00061	K02337
LCKHLHLC_00062	K02341
LCKHLHLC_00063	K00943
LCKHLHLC_00064	K00790
LCKHLHLC_00067	K00286
LCKHLHLC_00068	K00831
LCKHLHLC_00070	K02837
LCKHLHLC_00072	K18302
LCKHLHLC_00075	K14187
LCKHLHLC_00079	K03111
LCKHLHLC_00088	K02111
LCKHLHLC_00089	K02115
LCKHLHLC_00090	K02112
LCKHLHLC_00091	K02114
LCKHLHLC_00093	K12657
LCKHLHLC_00099	K10206
LCKHLHLC_00100	K09778
LCKHLHLC_00103	K02470
LCKHLHLC_00106	K04655
LCKHLHLC_00107	K04651
LCKHLHLC_00108	K04652
LCKHLHLC_00109	K04656
LCKHLHLC_00111	K00029
LCKHLHLC_00117	K05572
LCKHLHLC_00122	K05575
LCKHLHLC_00123	K00343
LCKHLHLC_00128	K02433
LCKHLHLC_00135	K00844
LCKHLHLC_00139	K00239
LCKHLHLC_00144	K11529
LCKHLHLC_00155	K03110
LCKHLHLC_00161	K07023
LCKHLHLC_00171	K19055
LCKHLHLC_00175	K18444
LCKHLHLC_00178	K03472
LCKHLHLC_00180	K11933
LCKHLHLC_00187	K22886
LCKHLHLC_00188	K02485
LCKHLHLC_00193	K01356
LCKHLHLC_00196	K02536
LCKHLHLC_00199	K00800
LCKHLHLC_00201	K00616
LCKHLHLC_00202	K09761
LCKHLHLC_00203	K00873
LCKHLHLC_00205	K02492
LCKHLHLC_00206	K01749
LCKHLHLC_00207	K01719
LCKHLHLC_00210	K01876
LCKHLHLC_00211	K03086
LCKHLHLC_00214	K07460
LCKHLHLC_00215	K02884
LCKHLHLC_00219	K03106
LCKHLHLC_00222	K01810
LCKHLHLC_00231	K07198
LCKHLHLC_00240	K03595
LCKHLHLC_00247	K02867
LCKHLHLC_00248	K02863
LCKHLHLC_00252	K03798
LCKHLHLC_00270	K21059
LCKHLHLC_00276	K01873
LCKHLHLC_00284	K01761
LCKHLHLC_00288	K02003
LCKHLHLC_00289	K02004
LCKHLHLC_00292	K03753
LCKHLHLC_00294	K00789
LCKHLHLC_00296	K00014
LCKHLHLC_00303	K11206
LCKHLHLC_00308	K03561
LCKHLHLC_00311	K03569
LCKHLHLC_00312	K03570
LCKHLHLC_00314	K00687
LCKHLHLC_00318	K03733
LCKHLHLC_00320	K01571
LCKHLHLC_00323	K00074
LCKHLHLC_00326	K00850
LCKHLHLC_00333	K00249
LCKHLHLC_00335	K01069
LCKHLHLC_00337	K01875
LCKHLHLC_00342	K02343
LCKHLHLC_00344	K07088
LCKHLHLC_00349	K03406
LCKHLHLC_00355	K00259
LCKHLHLC_00360	K00174
LCKHLHLC_00363	K07303
LCKHLHLC_00366	K14787
LCKHLHLC_00367	K01995
LCKHLHLC_00368	K01897
LCKHLHLC_00371	K18933
LCKHLHLC_00373	K01634
LCKHLHLC_00377	K03496
LCKHLHLC_00378	K00249
LCKHLHLC_00382	K02768
LCKHLHLC_00389	K13788
LCKHLHLC_00396	K12454
LCKHLHLC_00397	K12453
LCKHLHLC_00399	K13889
LCKHLHLC_00400	K02033
LCKHLHLC_00402	K16202
LCKHLHLC_00403	K02032
LCKHLHLC_00411	K03801
LCKHLHLC_00412	K03644
LCKHLHLC_00431	K11917
LCKHLHLC_00432	K04043
LCKHLHLC_00434	K01703
LCKHLHLC_00435	K01704
LCKHLHLC_00446	K14127
LCKHLHLC_00447	K00125
LCKHLHLC_00453	K03750
LCKHLHLC_00455	K06281
LCKHLHLC_00462	K00121
LCKHLHLC_00464	K07154
LCKHLHLC_00465	K07154
LCKHLHLC_00469	K03294
LCKHLHLC_00478	K03297
LCKHLHLC_00480	K11917
LCKHLHLC_00521	K01874
LCKHLHLC_00522	K02362
LCKHLHLC_00523	K12128
LCKHLHLC_00524	K04652
LCKHLHLC_00525	K04651
LCKHLHLC_00537	K00566
LCKHLHLC_00538	K06864
LCKHLHLC_00544	K00928
LCKHLHLC_00546	K00953
LCKHLHLC_00549	K04773
LCKHLHLC_00568	K09138
LCKHLHLC_00570	K00859
LCKHLHLC_00586	K00335
LCKHLHLC_00590	K11527
LCKHLHLC_00593	K03292
LCKHLHLC_00601	K02000
LCKHLHLC_00602	K02001
LCKHLHLC_00603	K02002
LCKHLHLC_00616	K04019
LCKHLHLC_00618	K01999
LCKHLHLC_00624	K10716
LCKHLHLC_00628	K00942
LCKHLHLC_00640	K01996
LCKHLHLC_00646	K04075
LCKHLHLC_00650	K03644
LCKHLHLC_00655	K01841
LCKHLHLC_00656	K00767
LCKHLHLC_00658	K03833
LCKHLHLC_00661	K00963
LCKHLHLC_00662	K00901
LCKHLHLC_00669	K12405
LCKHLHLC_00675	K01796
LCKHLHLC_00680	K00655
LCKHLHLC_00682	K01692
LCKHLHLC_00689	K00065
LCKHLHLC_00690	K09815
LCKHLHLC_00692	K09816
LCKHLHLC_00693	K09817
LCKHLHLC_00716	K00853
LCKHLHLC_00719	K02018
LCKHLHLC_00722	K15495
LCKHLHLC_00723	K02356
LCKHLHLC_00724	K04568
LCKHLHLC_00729	K00633
LCKHLHLC_00733	K07114
LCKHLHLC_00742	K01476
LCKHLHLC_00746	K02035
LCKHLHLC_00748	K02034
LCKHLHLC_00751	K00936
LCKHLHLC_00755	K03561
LCKHLHLC_00756	K03977
LCKHLHLC_00757	K03572
LCKHLHLC_00759	K01473
LCKHLHLC_00761	K01847
LCKHLHLC_00762	K07588
LCKHLHLC_00763	K05606
LCKHLHLC_00767	K01572
LCKHLHLC_00771	K03455
LCKHLHLC_00773	K00666
LCKHLHLC_00778	K19828
LCKHLHLC_00779	K06940
LCKHLHLC_00782	K16885
LCKHLHLC_00784	K16887
LCKHLHLC_00785	K00958
LCKHLHLC_00786	K15986
LCKHLHLC_00789	K00249
LCKHLHLC_00790	K03424
LCKHLHLC_00802	K07692
LCKHLHLC_00806	K10716
LCKHLHLC_00807	K21563
LCKHLHLC_00808	K05601
LCKHLHLC_00827	K00794
LCKHLHLC_00847	K21064
LCKHLHLC_00855	K00677
LCKHLHLC_00856	K13509
LCKHLHLC_00873	K11930
LCKHLHLC_00877	K22818
LCKHLHLC_00878	K00382
LCKHLHLC_00886	K00404
LCKHLHLC_00892	K01996
LCKHLHLC_00893	K01999
LCKHLHLC_00894	K01998
LCKHLHLC_00895	K01997
LCKHLHLC_00896	K01995
LCKHLHLC_00898	K06001
LCKHLHLC_00915	K01408
LCKHLHLC_00924	K11154
LCKHLHLC_00939	K01338
LCKHLHLC_00976	K18831
LCKHLHLC_00980	K01998
LCKHLHLC_00986	K11150
LCKHLHLC_01011	K00936
LCKHLHLC_01016	K00161
LCKHLHLC_01017	K00162
LCKHLHLC_01019	K00382
LCKHLHLC_01023	K04771
LCKHLHLC_01025	K03667
LCKHLHLC_01026	K01419
LCKHLHLC_01029	K01711
LCKHLHLC_01032	K00978
LCKHLHLC_01033	K01709
LCKHLHLC_01039	K14157
LCKHLHLC_01052	K14534
LCKHLHLC_01073	K11917
LCKHLHLC_01074	K02044
LCKHLHLC_01080	K04070
LCKHLHLC_01084	K04751
LCKHLHLC_01100	K00826
LCKHLHLC_01102	K09862
LCKHLHLC_01112	K16639
LCKHLHLC_01115	K06175
